timeStamp,payload
1751954715317,!AIVDM",1",1",",A",16H=bv0P002P@4VBiur6Iwwv086c",0*18
1751954718667,!AIVDM",1",1",",B",1
1751954723615,!AIVDM",1",1",",A",13:HI83005RP@4dBj9OC<RWn0PSJ",0*00
1751954723615,!AIVDM",1",1",",A",155i;b10?w<tSF0l4Q@>48?v0l1C",0*1F
1751954723615,!AIVDM",1",1",",B",14ac=F30062PEPpBiq=aOGp60D2L",0*19
1751954723615,!AIVDM",1",1",",A",16H;NF5PADRPD64Bj?4pm6J82H2n",0*22
1751954723662,!AIVDM",1",1",",B",555i;b82C9>5KA5O8005`uJ0IEAE8D0000000016@@<?71QB0=j0BAP@000000000000000",2*5A
1751954723662,!AIVDM",1",1",",A",15QJF>1P?w<tSF0l4Q@>48cv0PRN",0*17
1751954723662,!AIVDM",1",1",",A",18VpN40000RP8o`BlORt@Wp<0PRE",0*2D
1751954723662,!AIVDM",1",1",",B",16H?4l0P0>RPEA`Bj?NH>Ov:00SH",0*32
1751954723662,!AIVDM",1",1",",B",36H;NF5PADRPD3dBj>jHdnH@21sh",0*04
1751954723682,!AIVDM",1",1",",B",4045>hAvUl6592P4d6Bj=Oo00H61",0*3C
1751954723682,!AIVDM",1",1",",B",15VWFf00002P>n`Bip`>44HD0<1;",0*5D
1751954723682,!AIVDM",1",1",",B",59NSh6P2@<D3DhdwF20ht@E=@5:0@F0l5:222216BHGA:5I4NBjC21PH888888888888880",2*03
1751954723682,!AIVDM",1",1",",A",36H;NF5PADRPD1rBj>TpbnDF20sP",0*20
1751954723682,!AIVDM",1",1",",A",16H?UmEP142PDqTBj?1;SgvH04hD",0*42
1751954723687,!AIVDM",1",1",",B",13:HI83006RP@5@Bj9Nl7R`B0ThD",0*2A
1751954723687,!AIVDM",1",1",",B",16H;NF5PACRPCw`Bj>B`VFDN289:",0*4F
1751954723687,!AIVDM",1",1",",B",15QJF>1P?w<tSF0l4Q@>48cv0`9W",0*56
1751954723687,!AIVDM",1",1",",B",18VpN40000RP8o`BlORsBopP0PS5",0*0E
1751954723688,!AIVDM",1",1",",A",36H;NF5PADRPCv6Bj>5HSV@T21w0",0*07
1751954723691,!AIVDM",1",1",",A",16H?4l0P0:RPEADBj?GWw?vR0H;;",0*35
1751954723691,!AIVDM",1",1",",A",4045>hAvUl65C2P4d6Bj=Oo00H;p",0*09
1751954723691,!AIVDM",1",1",",A",19NSb<010>RP?`rBkKvkDTPb08<?",0*1B
1751954723691,!AIVDM",1",1",",B",16H=bv0P002P@4PBiuwUo?wv0<1d",0*11
1751954723691,!AIVDM",1",1",",B",36H;NF5PAC2PCtLBj=o`Nn<b20vP",0*65
1751954723694,!AIVDM",1",1",",A",13:HI83005RP@5jBj9Ml1R`V0`Mf",0*22
1751954723694,!AIVDM",1",1",",A",55Cu`B82=`j8Pu=D001<58u>080000000000001J;@D<85Nd0HRC821P@00000000000000",2*37
1751954723694,!AIVDM",1",1",",B",B6Hp9f007``5BJTdTR9t7wc4kP06",0*6D
1751954723694,!AIVDM",1",1",",B",16H?UmEP0m2PDkHBj?CcIgvf00RP",0*2B
1751954724822,!AIVDM",1",1",",A",155i;b10?w<tSF0l4Q@>48?v0h?`",0*36
1751954725034,!AIVDM",1",1",",A",16H;NF5PAC2PCs0Bj=bHJV<h2@>b",0*06
1751954725445,!AIVDM",1",1",",A",15QJF>1P?w<tSF0l4Q@>48cv0`>s",0*76
1751954726467,!AIVDM",1",1",",B",56H=bv02BT67AP`6220Th4r0V22222222222220l1h@5540000000000000000000000000",2*48
1751954726779,!AIVDM",1",1",",A",38VpN40000RP8o`BlOS0UGpj0Q11",0*2F
1751954727403,!AIVDM",1",1",",B",16H?4l0P08RPEA<Bj?CWkwvl0@@5",0*5F
1751954728865,!AIVDM",1",1",",B",36H;NF5PADRPCq:Bj=F`Dn8p21t@",0*57
1751954729790,!AIVDM",1",1",",B",38VpN40000RP8o`BlO
1751954729891,R`t7pp0P00",0*37
1751954730199,!AIVDM",1",1",",B",4045>hAvUl65M2P4d6Bj=Oo00HAg",0*69
1751954732253,!AIVDM",1",1",",A",16H?UmEP0j2PDg8Bj?Rstgw000Sn",0*07
1751954732366,!AIVDM",1",1",",A",36H;NF5PADRPCovBj=98CV8v20t0",0*69
1751954732366,!AIVDM",1",1",",A",16H=bv0P002P@4HBiuuF6gwv0@C0",0*40
1751954733399,!AIVDM",1",1",",B",13:HI83005RP@6DBj9M3Sj`r0`0j",0*5C
1751954733711,!AIVDM",1",1",",A",38VpN40000RP8o`BlORpt7q00Pv@",0*53
1751954734325,!AIVDM",1",1",",A",14ac=F30072PENtBiq5a@ou200Ru",0*02
1751954735157,!AIVDM",1",1",",A",59NSS@l2?eqhCEEOR2
1751954735259,0hU<622222222222222219Gi68H5kQ0MRC21PH888888888888880",2*4A
1751954735463,!AIVDM",1",1",",B",338a?n5OhORPDcnBjB2tpIo602uA",0*41
1751954735673,!AIVDM",1",1",",B",16H;NF5PADRPCn4Bj<n8?6762D18",0*17
