timestamp,message
1751912829762,!AIVDM,1,1,,B,16H?4l0P04RPClFBj<govgwN0@Lf,0*6C
1751912829776,!AIVDM,1,1,,A,15Ak1<0011RPBm4Bk0mEUT5V0PSR,0*2E
1751912829776,!AIVDM,1,1,,A,4045>hAvUkjJs2P4d6Bj=Oo00000,0*2E
1751912829776,!AIVDM,1,1,,A,15DPNh0vii2OuaVBmT<LsbF00VAd,0*46
1751912829776,!AIVDM,1,1,,A,577j`e82H6HUI9Hc>21`Tn19D9V2222222222216;:o>M5jDNTj0BAPH888888888888880,2*50
1751912829776,!AIVDM,1,1,,A,15QJF>1P?w<tSF0l4Q@>495v0p19,0*74
1751912829776,!AIVDM,1,1,,B,16H?4l0P04RPClBBj<bGP?v>06Ad,0*33
1751912829776,!AIVDM,1,1,,A,19NSSW52iP2PB9PBk<IsrqRD00S>,0*17
1751912829776,!AIVDM,1,1,,A,16H=bv0P002P@42Biuu7`wwv06Ad,0*2D
1751912843478,!AIVDM,1,1,,A,38MDqL10002P?4nBlhsJQHtd0D`J,0*37
1751912843478,!AIVDM,1,1,,A,15Ak1<0012RPBuTBjwbmTD4H0PSc,0*0B
1751912843478,!AIVDM,1,1,,B,13:HI83001RPLQ`Bj`8mI4DD0hGw,0*51
1751912843478,!AIVDM,1,1,,A,16H?4l0P04RPCl:Bj<WWl?vR0@;F,0*13
1751912843478,!AIVDM,1,1,,B,19NSSW5v1R2PB0jBk=6t4IR`0@;l,0*50
1751912843478,!AIVDM,1,1,,B,16H=bv0P002P@3bBiutoW?wv06Ad,0*5F
1751912844519,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q@>497v0VAd,0*7B
1751912849251,!AIVDM,1,1,,B,16H?4l0P04RPCl6Bj<TWbgvp0@A9,0*6E
1751912853272,!AIVDM,1,1,,A,35Ak1<0012RPC5vBjvT5S4500V53,0*3B
1751912853375,!AIVDM,1,1,,B,155i;b10?w<tSF0l4Q1751912853476,@>497v0pDa,0*5E
1751912853991,!AIVDM,1,1,,B,13:HI83003RPLQtBj`6EG4Fv0PSR,0*56
1751912859973,!AIVDM,1,1,,B,19NSSW52AT2PAhPBk>HstaS@06Ad,0*34
1751912862683,!AIVDM,1,1,,B,16H=bv0P002P@3dBius`6gwv0D1S,0*5D
1751912862883,!AIVDM,1,1,,A,B6H;3M@008`5TJ4dGUsQ1Em1jDA:,0*71
1751912864116,!AIVDM,1,1,,A,13:HI83004RPLR@Bj`3mNlIB0p73,0*07
1751912864939,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q@>497v0pKG,0*74
1751912866692,!AIVDM,1,1,,A,53:o=j42AD@oD8dGB20tiHT6222222222222221G98K3?5jSN=R0BAPH888888888888880,2*22
1751912869050,!AIVDM,1,1,,B,16H?4l0P04RPCkvBj<NGQwwN0<2M,0*44
1751912871409,!AIVDM,1,1,,A,16H=bv0P002P@3pBiutH2gwv00T3,0*10
1751912873150,!AIVDM,1,1,,A,15Ak1<0011RPC=VBjuImbl5`0L1H,0*08
1751912873662,!AIVDM,1,1,,B,13:HI83006RPLRvBjWwEb4IV0PS0,0*4C
1751912877684,!AIVDM,1,1,,A,16H?4l0P04RPCkrBj<KWPwwh06Ad,0*21
1751912883054,!AIVDM,1,1,,B,16H=bv0P002P@3tBiuuGswwv0<1S,0*41
1751912883162,!AIVDM,1,1,,B,39NSUKm0002PHPTBiV1751912883267,K=Qof60Dhr,0*54
1751912883781,!AIVDM,1,1,,A,59NSV;82?0v0CETk:21751912883782,08iDF0<TlDqB3622222216@h0:;=ki0D1751912883887,iAhBjKBC21PH888888880,2*53
1751912883992,!AIVDM,1,1,,B,15Ak1<0011RPCALBjtiEeD4606Ah,0*36
1751912890472,!AIVDM,1,1,,B,39NSbU5000RPEe4Bj<Fej;2B0Dmr,0*6B
1751912891909,!AIVDM,1,1,,A,16H=bv0P002P@3rBiuvpEgwv00Sr,0*19
1751912894785,!AIVDM,1,1,,A,55Ak1<429IMS<IDO:2058T61HT8F222222222216<8@<65ka0EjC21PH888888888888880,2*10
1751912899405,!AIVDM,1,1,,A,16H?4l0P04RPCkhBj<DoSgvR0<2N,0*77
1751912909075,!AIVDM,1,1,,A,39NSJl5000RPAvTBif`v4:vp2DaJ,0*7D
1751912909285,!AIVDM,1,1,,B,16H?4l0P04RPCkbBj<AoQwvn0<2M,0*56
1751912909592,!AIVDM,1,1,,B,35Cu`B50002PFJ4Bj44eDRbj0000,0*3B
1751912913290,!AIVDM,1,1,,A,15Ak1<0011RPCKhBjs45hl5008CO,0*38
1751912913392,!AIVDM,1,1,,B,155i;b10?w<tSF0l4Q@>497v0l1d,0*32
1751912913602,!AIVDM,1,1,,A,56H;NF82=UiCAPa80004l5A`T60TT0000000000l1p?38t000020BAP@000000000000008,2*36
1751912916483,!AIVDM,1,1,,A,338a?n50002PEaRBj@P:FmC60llb,0*31
1751912919061,!AIVDM,1,1,,A,36H?4l0P05RPCkVBj<>GPgw:0Dvu,0*75
1751912923179,!AIVDM,1,1,,A,39NSh6U0002PGHpBi`Ja42?F0000,0*08
1751912923179,!AIVDM,1,1,,B,15Ak1<0011RPCODBjrMmiD5D00Re,0*5D
1751912924738,!AIVDM,1,1,,B,59NSbU82>rroDhAC801`Tn05E=A84hT400000016A@;<;5jg0?20BAP@000000000000000,2*03
1751912924842,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q1751912924945,@>497v0l1d,0*31
1751912929063,!AIVDM,1,1,,B,16H?4l0P05RPCkPBj<;7QwwN08Lf,0*37
1751912933089,!AIVDM,1,1,,A,15Ak1<0011RPCRpBjqomiT5`0HO6,0*54
1751912937712,!AIVDM,1,1,,A,16H?4l0P05RPCkNBj<8GLgwf00SM,0*40
1751912944010,!AIVDM,1,1,,B,15Ak1<0011RPCVlBjq=Uj44600RP,0*12
1751912944419,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q@>497v0PR`,0*6A
1751912944524,!AIVDM,1,1,,A,13:HI83005RPLTLBjW`V6DN40hC1,0*1C
1751912949258,!AIVDM,1,1,,B,16H?4l0P04RPCkHBj<4WN?v>0L2L,0*47
1751912953171,!AIVDM,1,1,,A,16H=bv0P002P@42BiuuWlgwv0<1S,0*1C
1751912954609,!AIVDM,1,1,,B,155i;b10?w<tSF0l4Q@>497v0`9W,0*05
1751912958614,!AIVDM,1,1,,B,36H;NF5P@12P@2:BiwC@06vR2000,0*1A
1751912960161,!AIVDM,1,1,,A,55Cu`B82=`j8Pu=D001<58u>080000000000001J;@D<85Nd0HRC821P@00000000000000,2*37
1751912963557,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q@>497v0l1d,0*31
1751912964181,!AIVDM,1,1,,A,13:HI83Oh2RPLTbBjWUF:lVb0t1c,0*61
1751912969330,!AIVDM,1,1,,B,16H?4l0P04RPCkDBj;v7DOvp08A9,0*28
1751912971903,!AIVDM,1,1,,A,16H=bv0P002P@3vBius7lOwv08Bd,0*51
1751912973251,!AIVDM,1,1,,A,15Ak1<0011RPCiPBjoOUhD5006Al,0*22
1751912973456,!AIVDM,1,1,,B,155i;b10?w<tSF0l4Q@>497v0hDa,0*46
1751912974592,!AIVDM,1,1,,B,13:HI83Oh1RPLTdBjWU58lc00p1O,0*59
1751912979146,!AIVDM,1,1,,A,16H?4l0P04RPCkDBj;sGAgw:0HFq,0*07
1751912982447,!AIVDM,1,1,,B,15Ak1<0011RPCljBjnu5iT5B0<1=,0*0D
1751912982959,!AIVDM,1,1,,A,377j`e5000RPEdHBj996;c3B0Dg:,0*0A
1751912984306,!AIVDM,1,1,,A,33ku;PE000RP@iNBiv1751912984410,Su15?F0Dg:,0*6C
1751912984922,!AIVDM,1,1,,A,155i;b10?w<tSF0l4Q@>497v0hKG,0*6C
1751912992309,!AIVDM,1,1,,B,16H?4l0P04RPCkDBj;pG;OwN06Al,0*45
1751912993136,!AIVDM,1,1,,A,15Ak1<0012RPCpTBjnA5mT5`0D1C,0*3B
1751912993346,!AIVDM,1,1,,B,13:HI83001RPLTVBjWTbblgT0l1b,0*11
1751912998195,!AIVDM,1,1,,A,16H?4l0P04RPCkHBj;mW8gwh0HR6,0*7D
1751913006755,!AIVDM,1,1,,A,3815Ad50002PFn<BiQs`w26<0000,0*59
